DB_ID,SKU,Store,Date,Unit Sales,Dollar Sales
89668,8000451112,312,01/01/2015,11,142.89
89669,8000451112,312,05/01/2015,2,25.98
89670,8000451112,312,05/01/2015,2,25.98
89671,8000451112,312,05/01/2015,8,103.92
89672,8000451112,312,05/01/2015,8,103.92
89673,8000451112,312,07/01/2015,11,142.89
89674,8000451112,312,07/01/2015,12,155.88
89675,8000451112,312,08/01/2015,11,142.89
89676,8000451112,312,10/01/2015,11,142.89
89677,8000451112,312,12/01/2015,2,25.98
89678,8000451112,312,12/01/2015,8,103.92
89679,8000451112,312,12/01/2015,12,155.88
89680,8000451112,312,16/01/2015,11,142.89
89681,8000451112,312,16/01/2015,11,142.89
89682,8000451112,312,16/01/2015,11,142.89
89683,8000451112,312,17/01/2015,11,142.89
89684,8000451112,312,19/01/2015,2,51.98
89685,8000451112,312,21/01/2015,12,155.88
89686,8000451112,312,22/01/2015,16,207.84
89687,8000451112,312,23/01/2015,33,428.67
89688,8000451112,312,24/01/2015,11,252.89
89689,8000451112,312,24/01/2015,39,506.61
89690,8000451112,312,26/01/2015,2,25.98
89691,8000451112,312,26/01/2015,2,51.98
89692,8000451112,312,27/01/2015,3,38.97
89693,8000451112,312,28/01/2015,4,51.96
89694,8000451112,312,02/02/2015,2,25.98
89695,8000451112,312,02/02/2015,2,51.98
89696,8000451112,312,02/02/2015,12,155.88
89697,8000451112,312,03/02/2015,3,38.97
89698,8000451112,312,04/02/2015,4,51.96
89699,8000451112,312,06/02/2015,11,142.89
89700,8000451112,312,09/02/2015,2,59.98
89701,8000451112,312,12/02/2015,11,252.89
89702,8000451112,312,16/02/2015,12,275.88
89703,8000451112,312,18/02/2015,4,51.96
89704,8000451112,312,18/02/2015,4,51.96
89705,8000451112,312,18/02/2015,11,142.89
89706,8000451112,312,19/02/2015,11,142.89
89707,8000451112,312,21/02/2015,11,252.89
89708,8000451112,312,23/02/2015,2,59.98
89709,8000451112,312,25/02/2015,4,51.96
89710,8000451112,312,26/02/2015,11,142.89
89711,8000451112,312,02/03/2015,2,25.98
89712,8000451112,312,02/03/2015,2,25.98
89713,8000451112,312,02/03/2015,2,59.98
89714,8000451112,312,02/03/2015,2,59.98
89715,8000451112,312,02/03/2015,8,103.92
89716,8000451112,312,03/03/2015,12,155.88
89717,8000451112,312,07/03/2015,11,142.89
89718,8000451112,312,09/03/2015,8,103.92
89719,8000451112,312,10/03/2015,3,38.97
89720,8000451112,312,10/03/2015,3,38.97
89721,8000451112,312,11/03/2015,4,51.96
89722,8000451112,312,11/03/2015,11,142.89
89723,8000451112,312,12/03/2015,11,142.89
89724,8000451112,312,13/03/2015,33,428.67
89725,8000451112,312,14/03/2015,36,467.64
89726,8000451112,312,16/03/2015,2,59.98
89727,8000451112,312,17/03/2015,3,38.97
89728,8000451112,312,18/03/2015,4,51.96
89729,8000451112,312,18/03/2015,11,252.89
89730,8000451112,312,19/03/2015,6,77.94
89731,8000451112,312,19/03/2015,11,142.89
89732,8000451112,312,20/03/2015,11,142.89
89733,8000451112,312,21/03/2015,11,142.89
89734,8000451112,312,23/03/2015,8,103.92
89735,8000451112,312,24/03/2015,12,155.88
89736,8000451112,312,25/03/2015,4,51.96
89737,8000451112,312,27/03/2015,36,467.64
89738,8000451112,312,28/03/2015,11,142.89
89739,8000451112,312,31/03/2015,3,38.97
89740,8000451112,312,02/04/2015,11,142.89
89741,8000451112,312,02/04/2015,11,142.89
89742,8000451112,312,03/04/2015,11,142.89
89743,8000451112,312,03/04/2015,32,415.68
89744,8000451112,312,04/04/2015,32,415.68
89745,8000451112,312,06/04/2015,2,25.98
89746,8000451112,312,06/04/2015,2,25.98
89747,8000451112,312,06/04/2015,2,59.98
89748,8000451112,312,07/04/2015,3,38.97
89749,8000451112,312,08/04/2015,11,142.89
89750,8000451112,312,13/04/2015,2,25.98
89751,8000451112,312,13/04/2015,2,25.98
89752,8000451112,312,13/04/2015,2,59.98
89753,8000451112,312,14/04/2015,12,155.88
89754,8000451112,312,14/04/2015,12,155.88
89755,8000451112,312,15/04/2015,4,51.96
89756,8000451112,312,16/04/2015,11,142.89
89757,8000451112,312,18/04/2015,34,441.66
89758,8000451112,312,21/04/2015,3,38.97
89759,8000451112,312,21/04/2015,3,38.97
89760,8000451112,312,21/04/2015,12,155.88
89761,8000451112,312,22/04/2015,4,51.96
89762,8000451112,312,22/04/2015,4,119.96
89763,8000451112,312,22/04/2015,12,155.88
89764,8000451112,312,24/04/2015,11,142.89
89765,8000451112,312,25/04/2015,11,142.89
89766,8000451112,312,27/04/2015,2,25.98
89767,8000451112,312,27/04/2015,2,25.98
89768,8000451112,312,27/04/2015,2,59.98
89769,8000451112,312,27/04/2015,12,155.88
89770,8000451112,312,01/05/2015,32,415.68
89771,8000451112,312,02/05/2015,36,467.64
89772,8000451112,312,04/05/2015,2,25.98
89773,8000451112,312,06/05/2015,4,51.96
89774,8000451112,312,07/05/2015,6,77.94
89775,8000451112,312,07/05/2015,16,207.84
89776,8000451112,312,11/05/2015,2,59.98
89777,8000451112,312,11/05/2015,2,59.98
89778,8000451112,312,12/05/2015,12,155.88
89779,8000451112,312,12/05/2015,12,155.88
89780,8000451112,312,13/05/2015,4,51.96
89781,8000451112,312,13/05/2015,12,155.88
89782,8000451112,312,14/05/2015,11,142.89
89783,8000451112,312,15/05/2015,11,142.89
89784,8000451112,312,18/05/2015,2,25.98
89785,8000451112,312,20/05/2015,4,51.96
89786,8000451112,312,20/05/2015,11,142.89
89787,8000451112,312,20/05/2015,11,142.89
89788,8000451112,312,25/05/2015,2,25.98
89789,8000451112,312,25/05/2015,2,59.98
89790,8000451112,312,25/05/2015,2,59.98
89791,8000451112,312,26/05/2015,3,38.97
89792,8000451112,312,27/05/2015,4,51.96
89793,8000451112,312,29/05/2015,34,441.66
89794,8000451112,312,30/05/2015,11,252.89
89795,8000451112,312,30/05/2015,31,402.69
89796,8000451112,312,01/06/2015,12,275.88
89797,8000451112,312,02/06/2015,3,38.97
89798,8000451112,312,03/06/2015,4,51.96
89799,8000451112,312,08/06/2015,2,59.98
89800,8000451112,312,08/06/2015,12,155.88
89801,8000451112,312,12/06/2015,11,142.89
89802,8000451112,312,15/06/2015,2,59.98
89803,8000451112,312,15/06/2015,12,155.88
89804,8000451112,312,16/06/2015,3,38.97
89805,8000451112,312,16/06/2015,12,155.88
89806,8000451112,312,18/06/2015,11,142.89
89807,8000451112,312,22/06/2015,8,103.92
89808,8000451112,312,22/06/2015,12,155.88
89809,8000451112,312,25/06/2015,11,142.89
89810,8000451112,312,04/07/2015,34,441.66
89811,8000451112,312,04/07/2015,35,454.65
89812,8000451112,312,06/07/2015,2,25.98
89813,8000451112,312,06/07/2015,2,25.98
89814,8000451112,312,08/07/2015,4,51.96
89815,8000451112,312,08/07/2015,4,51.96
89816,8000451112,312,13/07/2015,2,25.98
89817,8000451112,312,13/07/2015,2,25.98
89818,8000451112,312,13/07/2015,2,59.98
89819,8000451112,312,13/07/2015,12,275.88
89820,8000451112,312,15/07/2015,4,51.96
89821,8000451112,312,15/07/2015,12,155.88
89822,8000451112,312,18/07/2015,36,467.64
89823,8000451112,312,21/07/2015,3,38.97
89824,8000451112,312,25/07/2015,35,454.65
89825,8000451112,312,27/07/2015,2,25.98
89826,8000451112,312,28/07/2015,3,38.97
89827,8000451112,312,28/07/2015,12,155.88
89828,8000451112,312,29/07/2015,4,51.96
89829,8000451112,312,03/08/2015,8,103.92
89830,8000451112,312,04/08/2015,12,155.88
89831,8000451112,312,05/08/2015,12,155.88
89832,8000451112,312,06/08/2015,11,142.89
89833,8000451112,312,07/08/2015,11,142.89
89834,8000451112,312,08/08/2015,42,545.58
89835,8000451112,312,11/08/2015,3,38.97
89836,8000451112,312,11/08/2015,3,38.97
89837,8000451112,312,14/08/2015,11,142.89
89838,8000451112,312,15/08/2015,34,441.66
89839,8000451112,312,17/08/2015,2,25.98
89840,8000451112,312,17/08/2015,2,59.98
89841,8000451112,312,18/08/2015,12,155.88
89842,8000451112,312,19/08/2015,12,155.88
89843,8000451112,312,21/08/2015,11,142.89
89844,8000451112,312,21/08/2015,32,415.68
89845,8000451112,312,22/08/2015,11,142.89
89846,8000451112,312,22/08/2015,40,519.6
89847,8000451112,312,24/08/2015,8,103.92
89848,8000451112,312,25/08/2015,12,155.88
89849,8000451112,312,26/08/2015,11,142.89
89850,8000451112,312,27/08/2015,16,207.84
89851,8000451112,312,28/08/2015,34,441.66
89852,8000451112,312,29/08/2015,31,402.69
89853,8000451112,312,31/08/2015,8,103.92
89854,8000451112,312,31/08/2015,8,103.92
89855,8000451112,312,31/08/2015,35,454.65
89856,8000451112,312,04/09/2015,34,441.66
89857,8000451112,312,05/09/2015,31,402.69
89858,8000451112,312,05/09/2015,35,454.65
89859,8000451112,312,07/09/2015,8,103.92
89860,8000451112,312,12/09/2015,11,252.89
89861,8000451112,312,12/09/2015,39,506.61
89862,8000451112,312,14/09/2015,32,415.68
89863,8000451112,312,16/09/2015,11,142.89
89864,8000451112,312,18/09/2015,33,428.67
89865,8000451112,312,19/09/2015,31,402.69
89866,8000451112,312,19/09/2015,37,480.63
89867,8000451112,312,19/09/2015,41,532.59
89868,8000451112,312,21/09/2015,12,155.88
89869,8000451112,312,24/09/2015,16,207.84
89870,8000451112,312,26/09/2015,35,454.65
89871,8000451112,312,29/09/2015,12,155.88
89872,8000451112,312,03/10/2015,36,467.64
89873,8000451112,312,03/10/2015,39,506.61
89874,8000451112,312,05/10/2015,8,103.92
89875,8000451112,312,09/10/2015,33,428.67
89876,8000451112,312,09/10/2015,39,506.61
89877,8000451112,312,12/10/2015,2,25.98
89878,8000451112,312,13/10/2015,32,415.68
89879,8000451112,312,14/10/2015,4,51.96
89880,8000451112,312,15/10/2015,36,467.64
89881,8000451112,312,20/10/2015,12,155.88
89882,8000451112,312,20/10/2015,12,275.88
89883,8000451112,312,22/10/2015,11,142.89
89884,8000451112,312,22/10/2015,33,428.67
89885,8000451112,312,23/10/2015,37,480.63
89886,8000451112,312,28/10/2015,11,142.89
89887,8000451112,312,30/10/2015,40,519.6
89888,8000451112,312,31/10/2015,31,402.69
89889,8000451112,312,31/10/2015,34,441.66
89890,8000451112,312,02/11/2015,2,25.98
89891,8000451112,312,02/11/2015,2,59.98
89892,8000451112,312,04/11/2015,11,142.89
89893,8000451112,312,07/11/2015,35,454.65
89894,8000451112,312,07/11/2015,38,493.62
89895,8000451112,312,10/11/2015,12,155.88
89896,8000451112,312,11/11/2015,11,142.89
89897,8000451112,312,12/11/2015,11,142.89
89898,8000451112,312,13/11/2015,34,441.66
89899,8000451112,312,14/11/2015,42,545.58
89900,8000451112,312,16/11/2015,2,59.98
89901,8000451112,312,17/11/2015,12,155.88
89902,8000451112,312,18/11/2015,4,119.96
89903,8000451112,312,19/11/2015,33,428.67
89904,8000451112,312,20/11/2015,34,441.66
89905,8000451112,312,20/11/2015,39,506.61
89906,8000451112,312,21/11/2015,36,467.64
89907,8000451112,312,21/11/2015,39,506.61
89908,8000451112,312,23/11/2015,12,155.88
89909,8000451112,312,23/11/2015,32,415.68
89910,8000451112,312,26/11/2015,33,428.67
89911,8000451112,312,26/11/2015,39,506.61
89912,8000451112,312,27/11/2015,35,454.65
89913,8000451112,312,28/11/2015,38,493.62
89914,8000451112,312,30/11/2015,2,25.98
89915,8000451112,312,30/11/2015,2,59.98
89916,8000451112,312,30/11/2015,12,155.88
89917,8000451112,312,02/12/2015,12,155.88
89918,8000451112,312,03/12/2015,37,480.63
89919,8000451112,312,05/12/2015,32,415.68
89920,8000451112,312,05/12/2015,35,454.65
89921,8000451112,312,09/12/2015,4,119.96
89922,8000451112,312,12/12/2015,34,441.66
89923,8000451112,312,12/12/2015,37,480.63
89924,8000451112,312,14/12/2015,2,25.98
89925,8000451112,312,14/12/2015,8,103.92
89926,8000451112,312,17/12/2015,32,415.68
89927,8000451112,312,18/12/2015,32,415.68
89928,8000451112,312,24/12/2015,32,415.68
89929,8000451112,312,26/12/2015,40,519.6
89930,8000451112,312,28/12/2015,33,428.67
89931,8000451112,312,29/12/2015,40,519.6
89932,8000451112,312,01/01/2016,33,428.67
89933,8000451112,312,01/01/2016,33,428.67
89934,8000451112,312,01/01/2016,35,454.65
89935,8000451112,312,02/01/2016,31,402.69
89936,8000451112,312,02/01/2016,34,441.66
89937,8000451112,312,02/01/2016,41,532.59
89938,8000451112,312,04/01/2016,33,428.67
89939,8000451112,312,05/01/2016,12,155.88
89940,8000451112,312,06/01/2016,11,142.89
89941,8000451112,312,06/01/2016,11,142.89
89942,8000451112,312,08/01/2016,36,467.64
89943,8000451112,312,09/01/2016,33,428.67
89944,8000451112,312,09/01/2016,40,519.6
89945,8000451112,312,11/01/2016,8,103.92
89946,8000451112,312,11/01/2016,42,545.58
89947,8000451112,312,12/01/2016,12,155.88
89948,8000451112,312,12/01/2016,39,506.61
89949,8000451112,312,13/01/2016,4,51.96
89950,8000451112,312,13/01/2016,12,155.88
89951,8000451112,312,14/01/2016,16,207.84
89952,8000451112,312,14/01/2016,32,415.68
89953,8000451112,312,15/01/2016,33,428.67
89954,8000451112,312,15/01/2016,37,480.63
89955,8000451112,312,15/01/2016,41,532.59
89956,8000451112,312,16/01/2016,32,415.68
89957,8000451112,312,16/01/2016,40,519.6
89958,8000451112,312,18/01/2016,33,428.67
89959,8000451112,312,19/01/2016,12,155.88
89960,8000451112,312,19/01/2016,33,428.67
89961,8000451112,312,20/01/2016,12,155.88
89962,8000451112,312,22/01/2016,34,441.66
89963,8000451112,312,22/01/2016,40,519.6
89964,8000451112,312,23/01/2016,38,493.62
89965,8000451112,312,25/01/2016,8,103.92
89966,8000451112,312,25/01/2016,12,155.88
89967,8000451112,312,28/01/2016,33,428.67
89968,8000451112,312,29/01/2016,32,415.68
89969,8000451112,312,30/01/2016,42,545.58
89970,8000451112,312,01/02/2016,32,415.68
89971,8000451112,312,02/02/2016,12,155.88
89972,8000451112,312,04/02/2016,32,415.68
89973,8000451112,312,05/02/2016,33,428.67
89974,8000451112,312,05/02/2016,38,493.62
89975,8000451112,312,06/02/2016,31,402.69
89976,8000451112,312,09/02/2016,3,38.97
89977,8000451112,312,11/02/2016,16,207.84
89978,8000451112,312,11/02/2016,32,415.68
89979,8000451112,312,12/02/2016,33,428.67
89980,8000451112,312,13/02/2016,41,532.59
89981,8000451112,312,13/02/2016,41,532.59
89982,8000451112,312,13/02/2016,42,545.58
89983,8000451112,312,15/02/2016,33,428.67
89984,8000451112,312,16/02/2016,36,467.64
89985,8000451112,312,18/02/2016,11,252.89
89986,8000451112,312,18/02/2016,36,467.64
89987,8000451112,312,19/02/2016,32,415.68
89988,8000451112,312,19/02/2016,39,506.61
89989,8000451112,312,20/02/2016,32,415.68
89990,8000451112,312,20/02/2016,41,532.59
89991,8000451112,312,22/02/2016,12,155.88
89992,8000451112,312,23/02/2016,12,155.88
89993,8000451112,312,23/02/2016,33,428.67
89994,8000451112,312,26/02/2016,35,454.65
89995,8000451112,312,27/02/2016,36,467.64
89996,8000451112,312,29/02/2016,35,454.65
89997,8000451112,312,01/03/2016,3,38.97
89998,8000451112,312,01/03/2016,12,155.88
89999,8000451112,312,02/03/2016,32,415.68
90000,8000451112,312,03/03/2016,38,493.62
90001,8000451112,312,04/03/2016,38,493.62
90002,8000451112,312,05/03/2016,37,480.63
90003,8000451112,312,07/03/2016,12,275.88
90004,8000451112,312,07/03/2016,33,428.67
90005,8000451112,312,09/03/2016,11,252.89
90006,8000451112,312,10/03/2016,11,142.89
90007,8000451112,312,11/03/2016,32,415.68
90008,8000451112,312,11/03/2016,33,428.67
90009,8000451112,312,12/03/2016,32,415.68
90010,8000451112,312,12/03/2016,42,545.58
90011,8000451112,312,14/03/2016,8,103.92
90012,8000451112,312,14/03/2016,32,415.68
90013,8000451112,312,16/03/2016,11,252.89
90014,8000451112,312,19/03/2016,40,519.6
90015,8000451112,312,23/03/2016,11,142.89
90016,8000451112,312,23/03/2016,11,252.89
90017,8000451112,312,24/03/2016,39,506.61
90018,8000451112,312,25/03/2016,37,480.63
90019,8000451112,312,26/03/2016,32,415.68
90020,8000451112,312,26/03/2016,37,480.63
90021,8000451112,312,26/03/2016,38,493.62
90022,8000451112,312,29/03/2016,36,467.64
90023,8000451112,312,30/03/2016,32,415.68
90024,8000451112,312,31/03/2016,32,415.68
90025,8000451112,312,01/04/2016,32,415.68
90026,8000451112,312,01/04/2016,35,454.65
90027,8000451112,312,01/04/2016,41,532.59
90028,8000451112,312,01/04/2016,42,545.58
90029,8000451112,312,02/04/2016,34,441.66
90030,8000451112,312,02/04/2016,37,480.63
90031,8000451112,312,04/04/2016,33,428.67
90032,8000451112,312,05/04/2016,12,155.88
90033,8000451112,312,05/04/2016,32,415.68
90034,8000451112,312,06/04/2016,11,142.89
90035,8000451112,312,08/04/2016,38,493.62
90036,8000451112,312,08/04/2016,40,519.6
90037,8000451112,312,09/04/2016,33,428.67
90038,8000451112,312,11/04/2016,8,103.92
90039,8000451112,312,12/04/2016,12,275.88
90040,8000451112,312,12/04/2016,32,415.68
90041,8000451112,312,15/04/2016,32,415.68
90042,8000451112,312,15/04/2016,34,441.66
90043,8000451112,312,16/04/2016,35,454.65
90044,8000451112,312,18/04/2016,2,63.98
90045,8000451112,312,18/04/2016,12,275.88
90046,8000451112,312,18/04/2016,35,454.65
90047,8000451112,312,19/04/2016,38,493.62
90048,8000451112,312,21/04/2016,38,493.62
90049,8000451112,312,22/04/2016,33,428.67
90050,8000451112,312,23/04/2016,38,493.62
90051,8000451112,312,25/04/2016,8,103.92
90052,8000451112,312,25/04/2016,33,428.67
90053,8000451112,312,26/04/2016,35,454.65
90054,8000451112,312,30/04/2016,31,402.69
90055,8000451112,312,02/05/2016,36,467.64
90056,8000451112,312,03/05/2016,12,275.88
90057,8000451112,312,05/05/2016,38,493.62
90058,8000451112,312,06/05/2016,40,519.6
90059,8000451112,312,11/05/2016,11,252.89
90060,8000451112,312,11/05/2016,12,155.88
90061,8000451112,312,13/05/2016,40,519.6
90062,8000451112,312,14/05/2016,36,467.64
90063,8000451112,312,18/05/2016,11,142.89
90064,8000451112,312,18/05/2016,36,467.64
90065,8000451112,312,20/05/2016,33,428.67
90066,8000451112,312,20/05/2016,41,532.59
90067,8000451112,312,21/05/2016,31,402.69
90068,8000451112,312,21/05/2016,36,467.64
90069,8000451112,312,23/05/2016,40,519.6
90070,8000451112,312,24/05/2016,32,415.68
90071,8000451112,312,24/05/2016,42,545.58
90072,8000451112,312,25/05/2016,36,467.64
90073,8000451112,312,26/05/2016,41,532.59
90074,8000451112,312,27/05/2016,38,493.62
90075,8000451112,312,27/05/2016,39,506.61
90076,8000451112,312,30/05/2016,35,454.65
90077,8000451112,312,01/06/2016,4,51.96
90078,8000451112,312,01/06/2016,32,415.68
90079,8000451112,312,04/06/2016,38,493.62
90080,8000451112,312,06/06/2016,2,25.98
90081,8000451112,312,08/06/2016,12,155.88
90082,8000451112,312,10/06/2016,34,441.66
90083,8000451112,312,10/06/2016,35,454.65
90084,8000451112,312,10/06/2016,39,506.61
90085,8000451112,312,11/06/2016,37,480.63
90086,8000451112,312,11/06/2016,38,493.62
90087,8000451112,312,13/06/2016,2,63.98
90088,8000451112,312,14/06/2016,36,467.64
90089,8000451112,312,15/06/2016,32,415.68
90090,8000451112,312,17/06/2016,38,493.62
90091,8000451112,312,18/06/2016,34,441.66
90092,8000451112,312,18/06/2016,40,519.6
90093,8000451112,312,21/06/2016,42,545.58
90094,8000451112,312,22/06/2016,33,428.67
90095,8000451112,312,23/06/2016,16,207.84
90096,8000451112,312,24/06/2016,39,506.61
90097,8000451112,312,24/06/2016,39,506.61
90098,8000451112,312,25/06/2016,34,441.66
90099,8000451112,312,27/06/2016,12,155.88
90100,8000451112,312,27/06/2016,12,155.88
90101,8000451112,312,27/06/2016,33,428.67
90102,8000451112,312,30/06/2016,32,415.68
90103,8000451112,312,01/07/2016,39,506.61
90104,8000451112,312,01/07/2016,39,506.61
90105,8000451112,312,01/07/2016,42,545.58
90106,8000451112,312,02/07/2016,38,493.62
90107,8000451112,312,04/07/2016,2,63.98
90108,8000451112,312,04/07/2016,12,155.88
90109,8000451112,312,04/07/2016,37,480.63
90110,8000451112,312,05/07/2016,41,532.59
90111,8000451112,312,07/07/2016,36,467.64
90112,8000451112,312,08/07/2016,33,428.67
90113,8000451112,312,08/07/2016,41,532.59
90114,8000451112,312,09/07/2016,32,415.68
90115,8000451112,312,09/07/2016,42,545.58
90116,8000451112,312,11/07/2016,8,103.92
90117,8000451112,312,11/07/2016,12,155.88
90118,8000451112,312,11/07/2016,40,519.6
90119,8000451112,312,12/07/2016,36,467.64
90120,8000451112,312,13/07/2016,4,51.96
90121,8000451112,312,13/07/2016,11,142.89
90122,8000451112,312,14/07/2016,41,532.59
90123,8000451112,312,15/07/2016,37,480.63
90124,8000451112,312,15/07/2016,39,506.61
90125,8000451112,312,16/07/2016,33,428.67
90126,8000451112,312,19/07/2016,12,155.88
90127,8000451112,312,19/07/2016,35,454.65
90128,8000451112,312,22/07/2016,38,493.62
90129,8000451112,312,25/07/2016,37,480.63
90130,8000451112,312,26/07/2016,37,480.63
90131,8000451112,312,27/07/2016,32,415.68
90132,8000451112,312,28/07/2016,33,428.67
90133,8000451112,312,28/07/2016,35,454.65
90134,8000451112,312,29/07/2016,36,467.64
90135,8000451112,312,29/07/2016,38,493.62
90136,8000451112,312,29/07/2016,38,493.62
90137,8000451112,312,04/08/2016,11,142.89
90138,8000451112,312,04/08/2016,32,415.68
90139,8000451112,312,04/08/2016,33,428.67
90140,8000451112,312,05/08/2016,34,441.66
90141,8000451112,312,05/08/2016,36,467.64
90142,8000451112,312,08/08/2016,37,480.63
90143,8000451112,312,08/08/2016,38,493.62
90144,8000451112,312,09/08/2016,32,415.68
90145,8000451112,312,11/08/2016,40,519.6
90146,8000451112,312,12/08/2016,32,415.68
90147,8000451112,312,12/08/2016,35,454.65
90148,8000451112,312,12/08/2016,41,532.59
90149,8000451112,312,15/08/2016,8,103.92
90150,8000451112,312,16/08/2016,32,415.68
90151,8000451112,312,17/08/2016,32,415.68
90152,8000451112,312,17/08/2016,33,428.67
90153,8000451112,312,18/08/2016,33,428.67
90154,8000451112,312,18/08/2016,39,506.61
90155,8000451112,312,19/08/2016,35,454.65
90156,8000451112,312,19/08/2016,38,493.62
90157,8000451112,312,20/08/2016,40,519.6
90158,8000451112,312,20/08/2016,42,545.58
93668,7312455530,312,21/08/2014,2,45.98
93669,7312455530,312,22/08/2014,1,22.99
93670,7312455530,312,26/08/2014,2,45.98
93671,7312455530,312,28/08/2014,3,68.97
93672,7312455530,312,28/08/2014,3,68.97
93673,7312455530,312,02/09/2014,2,45.98
93674,7312455530,312,04/09/2014,2,45.98
93675,7312455530,312,04/09/2014,2,45.98
93676,7312455530,312,04/09/2014,3,68.97
93677,7312455530,312,06/09/2014,2,45.98
93678,7312455530,312,08/09/2014,2,45.98
93679,7312455530,312,09/09/2014,2,45.98
93680,7312455530,312,09/09/2014,4,91.96
93681,7312455530,312,13/09/2014,2,45.98
93682,7312455530,312,15/09/2014,2,45.98
93683,7312455530,312,17/09/2014,5,114.95
93684,7312455530,312,17/09/2014,5,114.95
93685,7312455530,312,18/09/2014,2,45.98
93686,7312455530,312,18/09/2014,3,68.97
93687,7312455530,312,23/09/2014,4,91.96
93688,7312455530,312,25/09/2014,2,45.98
93689,7312455530,312,27/09/2014,2,45.98
93690,7312455530,312,30/09/2014,2,45.98
93691,7312455530,312,30/09/2014,2,45.98
93692,7312455530,312,30/09/2014,2,45.98
93693,7312455530,312,30/09/2014,4,91.96
93694,7312455530,312,02/10/2014,2,45.98
93695,7312455530,312,02/10/2014,3,68.97
93696,7312455530,312,06/10/2014,2,45.98
93697,7312455530,312,11/10/2014,2,45.98
93698,7312455530,312,14/10/2014,2,45.98
93699,7312455530,312,14/10/2014,4,91.96
93700,7312455530,312,15/10/2014,5,114.95
93701,7312455530,312,16/10/2014,2,45.98
93702,7312455530,312,17/10/2014,1,22.99
93703,7312455530,312,20/10/2014,2,45.98
93704,7312455530,312,23/10/2014,2,45.98
93705,7312455530,312,23/10/2014,3,68.97
93706,7312455530,312,24/10/2014,1,22.99
93707,7312455530,312,27/10/2014,2,45.98
93708,7312455530,312,27/10/2014,2,45.98
93709,7312455530,312,28/10/2014,2,45.98
93710,7312455530,312,29/10/2014,5,114.95
93711,7312455530,312,30/10/2014,2,45.98
93712,7312455530,312,30/10/2014,3,68.97
93713,7312455530,312,04/11/2014,2,45.98
93714,7312455530,312,04/11/2014,2,45.98
93715,7312455530,312,04/11/2014,4,91.96
93716,7312455530,312,08/11/2014,2,45.98
93717,7312455530,312,10/11/2014,2,45.98
93718,7312455530,312,10/11/2014,2,45.98
93719,7312455530,312,11/11/2014,2,45.98
93720,7312455530,312,13/11/2014,2,45.98
93721,7312455530,312,18/11/2014,2,45.98
93722,7312455530,312,18/11/2014,2,45.98
93723,7312455530,312,20/11/2014,2,45.98
93724,7312455530,312,01/12/2014,2,45.98
93725,7312455530,312,02/12/2014,4,91.96
93726,7312455530,312,04/12/2014,2,45.98
93727,7312455530,312,04/12/2014,3,68.97
93728,7312455530,312,04/12/2014,3,68.97
93729,7312455530,312,09/12/2014,2,45.98
93730,7312455530,312,10/12/2014,5,114.95
93731,7312455530,312,16/12/2014,2,45.98
93732,7312455530,312,18/12/2014,2,45.98
93733,7312455530,312,20/12/2014,2,45.98
93734,7312455530,312,24/12/2014,3,68.97
93735,7312455530,312,27/12/2014,2,45.98
93736,7312455530,312,29/12/2014,2,45.98
93737,7312455530,312,30/12/2014,2,45.98
93738,7312455530,312,02/01/2015,1,22.99
93739,7312455530,312,03/01/2015,2,45.98
93740,7312455530,312,05/01/2015,2,45.98
93741,7312455530,312,06/01/2015,2,45.98
93742,7312455530,312,06/01/2015,2,45.98
93743,7312455530,312,07/01/2015,3,68.97
93744,7312455530,312,08/01/2015,3,68.97
93745,7312455530,312,12/01/2015,2,45.98
93746,7312455530,312,13/01/2015,2,45.98
93747,7312455530,312,14/01/2015,3,68.97
93748,7312455530,312,15/01/2015,2,45.98
93749,7312455530,312,15/01/2015,3,68.97
93750,7312455530,312,15/01/2015,3,68.97
93751,7312455530,312,19/01/2015,2,45.98
93752,7312455530,312,22/01/2015,2,45.98
93753,7312455530,312,22/01/2015,2,45.98
93754,7312455530,312,22/01/2015,3,68.97
93755,7312455530,312,27/01/2015,2,45.98
93756,7312455530,312,29/01/2015,2,45.98
93757,7312455530,312,04/02/2015,5,114.95
93758,7312455530,312,05/02/2015,3,68.97
93759,7312455530,312,07/02/2015,2,45.98
93760,7312455530,312,10/02/2015,2,45.98
93761,7312455530,312,10/02/2015,2,45.98
93762,7312455530,312,11/02/2015,3,68.97
93763,7312455530,312,12/02/2015,2,45.98
93764,7312455530,312,16/02/2015,2,45.98
93765,7312455530,312,18/02/2015,5,114.95
93766,7312455530,312,18/02/2015,5,114.95
93767,7312455530,312,19/02/2015,3,68.97
93768,7312455530,312,24/02/2015,2,45.98
93769,7312455530,312,24/02/2015,2,45.98
93770,7312455530,312,24/02/2015,2,45.98
93771,7312455530,312,25/02/2015,3,68.97
93772,7312455530,312,25/02/2015,5,114.95
93773,7312455530,312,03/03/2015,4,91.96
93774,7312455530,312,06/03/2015,3,68.97
93775,7312455530,312,07/03/2015,2,45.98
93776,7312455530,312,11/03/2015,3,68.97
93777,7312455530,312,11/03/2015,5,114.95
93778,7312455530,312,12/03/2015,2,45.98
93779,7312455530,312,14/03/2015,2,45.98
93780,7312455530,312,17/03/2015,2,45.98
93781,7312455530,312,18/03/2015,5,114.95
93782,7312455530,312,23/03/2015,2,45.98
93783,7312455530,312,26/03/2015,2,45.98
